Rating,Reviews
1,"1) NO DEEP BASS
2) TOUCH CONTROL DOESN'T WORK
3) NO COMFORT BUDS
4) CANT RECEIVE CALL BY TOUCH
5) SOUND QUALITY IS NOT OKAY
6) DON'T WASTE UR TIME AND MONEY BEHIND THIS PRODUCT"
1,After 6 months One bud is not working.
1,"Bluetooth connectivity is horrible, please never buy Boult. Sound quality is horrible too.."
1,"After 10 days touch not working and right side bud not working.
And size very very big."
1,Not setting in ear properly....falling out again again....worst design to fit in the ear.....wastage of money
1,"bad product,
very bad service by Flipkart....."
1,"Worst product , waste of money , plastic quality is so bad and seller is too bad in nature . Worst return policy"
1,This boat audio is not proper charging is only for 1 hour only is there in charger can you replacement
1,Worst for call quality
1,Ear problem
1,Not satisfied this product
1,"Waste of money, the battery backup is worst . Those are sellers are not accepting replacement or return the product."
1,"This band is always confused while getting connected with devices...Very slow connectivity. It's taking long time to recognise the last device which it had connected. Batter less battery backup not fulfilling the expectation.
Voice quality is not good."
1,"Stoped working after 10days 🤬, I rise warranty ,no response from Boult audio."
1,I have gifted this product to someone and it stopped working after 3 months of purchase now for product warranty you will have to courier the same to company and then wait for your grievance redressal.. will never purchase from boult
1,"Low quality products
Wire length is too long...
Mic is not working good"
1,Very bad product.
1,After 5 days can't working left side bud
1,"Plz My dear friends , don't buy this worst Product .
Build quality is very bad ... Also sound quality is very very bad ... I think I wast my money and time ...
Plz plz plz don't buy this Product ...."
1,Connection problem
1,No bass is there and it's noisy.
1,"Low quality product, it is not working after 10 days of received"
1,"This Is Not Working Properly. Voice Is Not Good And Battery Backup Is not expected
Now I Bought it 2 month ago But Not Working. I charged it but It's automatically switch off"
1,Not bad
1,Most of the comments are fake total battery backup is only 7to 8 hrs with complete paying when connected not using comes to 10 hrs
1,Earphone of left ear broke in two on the very first day and we had to use feviquick to fix it
1,Range connect problem
1,Not bat
1,Not good connectivity
1,Not good
1,Delivery person good behavior but product quality is not better because it charging pin not working
1,Ok for music lovers bass is super but not suitable for callings if you want to use for music or videos it is the best in price segment if want to use for calling don’t buy thus buds
1,product is very nice but 1 probleum is very difficult right side is very good sound but left side is a not good products left side airbuds is low sound
1,"I didn't expect this from Flipkart and Boult. I purchased this product on the 6th of May and I got my order on the 8th of May. Till 17th May it was good working but on 18th May earbuds the right pair stopped working, I thought it might be because of low charging so I put it on charging. The next day that is the 19th of May which is today again I checked but still, it's not working. I am dissatisfied with Flipkart and Boult. Please try to solve my issue as early as possible. 🙏🙏🙏"
1,"Worst headphones
One side was not working after 2-3 weeks of use
Will not recommend this to others .."
1,"Poor sound quality, like a local election meeting speaker"
1,"very uncomfortable.....poor connectivity....
don't waste yur money"
1,Worse product
1,"Worst quality buds ever,it's full of glitches.
Doesn't gets connected and even if it gets connected, it gets disconnected again and again.
Further product design is very poor , it looks very cheap!"
1,"The Audio quality isn't great and the battery backup is also poor.
I had High expectations with the product but unfortunately it didn't even deliver to bare minimum.
It didn't last for an hour also"
1,Tuch problem doesn't work properly
1,"Bad experience ever by an earbud ever
Don't buy such item
I will surely regret after buying"
1,6 days of using...... Not good dont bye...........
1,Very bad
1,Earburd longtime see with movie automatically disconnected and connect issue..
1,"Worst item buleTooth not connected automatically cut off
Worst customer care support"
1,Average product
1,Bass is not good as well as audio sound is not okay
1,"Its only 7 months I bought this product. It was convenient for me to use. Sound,Bass everything is good but. It said it has water & sweat resistance power. I never worked out wearing these not splashed any water but still one side stopped working in 1 second without any warning. I feel like I wasted my money in this. Wired earphones work longer than this."
1,Automatically Disconnected so many times.
1,Good product 🎶🎵
1,Left side after 10 day not working
1,"Bloototh connectivity is worst ,automatic sound cut sometimes."
1,"Don't buy, wasted money. I'm realy disappointed."
1,"After using 10 day i m wrote this review..when playing song..offline or online songs is running and buds will be off 10 second nd sometimes 30 second then play automatically nd again it will repeat when playing songs...

Product is ok desing is ok control is ok. Charging is ok..look like ok..just facing this type issue..."
1,One side of buds is not working
1,Getting some noise sounds
1,"Bought just 15 days earlier, right side bud stopped working. Hardly used 7-8 days. Very dissatisfied with Noise product."
1,Best sound and touch problem
1,Its very uncomfortable in ear. Painful
1,Boult audio pro bass voice not Clair mic problem
1,Total waste of money
1,Mic is not work properly after 15 days
1,Don't buy this. It keeps on disconnecting again and again.
1,Physical design is not comfortable. After few minutes ear pain being started.
1,Bass and quality is best but design blue colour is not attractive 5day after battery backup low
1,Max play time 16 to 18 hours only very poor battery backup. Sound quality is also not good. Totally bad product waste of money
1,"One of the worst product. I bought the headset and used for 15 days and after that the voice problem rise and neckband magnetic function didn't work . I claim the warranty but they don't give the claim on the product. i am very disappointed with this product.
ONE IF THE WORST PRODUCT EVER 😡"
1,Within one month it will not work properly and didn't Charging..
1,Connectivity problem
1,Worst battery backup. Need charging every 5-6 hours when you use for moderate calling. Dont buy if your calling is more than 2 hours a day. Go for some reputed brand with some little extra penny.
1,Product is not good it pause automatic during watching video.it disconnect automatically.after few days of purchasing it started creating problems by connection.
1,That is a not good
1,Bad product
1,No quality
1,Sound Quality not good
1,Worst battery backup and comfort.
1,Nice
1,Good product in good price
1,Very worsted
1,"After using one month, the buttons are not taking input
nither it's turn off nor volume high and low,
what I do I don't know it doesn't have any customer support.
so anyone have any idea to fix this problem please let me know."
1,Very waste sound quality unable hear voice.
1,Very poor connection...😡😡😡
1,Nice product
1,In one month it was defected and company doesn't reply
1,Wrost Product got damaged within a month
1,Not a good
1,"Don't by i review after one month use, after one month it power off automatically and didn't power on and didn't charge waste of money bad product."
1,"This Bluetooth is not good ,
Bass les
Not clear song"
1,Not good
1,"Sounds quality is good but , Bettery is not pickup , its play time only for 4/5 hours not 40 hours , this is not a fast charging
charging time is 3 hours"
1,Mic is not working properly
1,While calling the other person is not getting the clear voice from my side very bad product. And there is no voice cancellation
1,Calling sound quality it's very very bad
1,No noise cancellation
1,"Boult Audio - Just like many other a brand name given to low quality made in China products.
My experience while using with Laptop ( MS Teams) & Phone for calls-
* Fast Draining Battery.
* Pathetic Mic. Other Party can't hear me at all.. It sounds to them like I'm speaking from 6 Feet away from mic.
* Software is buggy. It hungs in between with loud beep noise.. Have to restart the earphone to be able to use again.
* Build Quality is average. Not upto the price paid."
1,"No bass
Huge amount of sound leakage
Dont buy it..it is wastage of money
Poor build quality"
1,Call quilty is not good
1,"Battery back up is not good at all. In description it shows return, but when I tried to return it, it says only replacement. This is a false information displayed on screen. It is a fraud. DONT BUY THIS IT IS NOT WORTHY."
1,"Worst experience during calls, also lagging while listening music or watching some videos .. want my money back"
1,"The sound quality was pathetic and you can not listen for longer time using this headset due noise and distortion getting added.
Kindly do not purchase it very bad for the price range..."
1,It is best quality item. It's volume sound awasome
1,Battery backup not good
1,Worst product to buy it's waste of money . It get disconnected even if you very close to it . The charging is moderate but not up to 24 hr . And it's lags in between.
1,I brought two neck band one is ok but another one is having a pblm like connectivity issues paring failed paring failed noise cancellation also not work perfectly battery backup also no good not 24 hr back up hardly below 10 hrs button built quality also poor
1,Mic doesn't work properly and also battery backup is not 24 h.waste of money
1,Rubbish product Dosent work plz don't buy waste of money
1,This is a Chinese company and no customer service point in india.dont buy.please chose Indian brand. Product quality very bad .when I buy this after 7 days it's starting some issues.so i didn't prefer anyone to buy this brand items
1,Bad quality mic not warking 😈😈😤😤😤
1,Waste product
1,"When the volume is at 1, there is a lot of disturbance in the music."
1,No bass not satisfied
1,Not a good one for use
1,This only use for game and moves not good for call
1,Very bad product don't by this product poor call sound quality
1,During the call time noise very high. Not a worth product try some other brands....
1,Mosamana product.. Don't buy this
1,Only connected in multimedia .....Not connected in call ......Facing problem from day 1 ...
1,Mic Quality is very poor
1,I want to replace this product with other because it getting off after 10 to 20 min automatically and continuosly and the power bottom not responding properly after 15 days of the product buying date
1,Just manage more 300 and purchase a branded earphone brothers. Don't go for those non-branded products. I did that mistake so please you guys don't repeat it. Those who are watching my comment brothers don't waste your harden money on it. Maximum 15 days then puuuuuuuussssshhhhhhhhh 😂😑. That's why brand is brand.
1,"At the calling time Bluetooth is not working ,,
Material is too chips"
1,"This is the worst product I have ever seen
It's get damaged just within a month...when I requested flipkart for warranty... flipkart doesn't co-operate 😡😡😡"
1,Bluetooth distance 2 meater only
1,Worst 🤬🤬🤬🤬
1,"Wast of money I bought it 2 months ago, the sound loss in one ear stopped, no response in customer care"
1,Veri bad 👎products
1,Bad product
1,Very bad
1,Quality issu
1,Very bakwaas item
1,Waste of money
1,"Not bad, but sound effect is very less"
1,"Pls dont go for this . Its battery drain 90% to 20% in just one song play worst, it's not fake review. See images , time and battery %"
1,"Phone cell pesum pothu sound quality not use
Very bad.....😡"
1,Dont buy this product.. After a 2 week 1 spiker pblm
1,Voice quality for calls are soo bad
1,Hi Flipkart .im your regular customer i have bought so many item but this tym I'm so disappointed with the quality of boat airbuds 161 before it' was working good after use of 3-4 days the battery drained so fastly and left side airbuds not working .
1,Right airdopes not working after 7 days replacement period is over.
1,"After one month one side is not working
Bad experience"
1,Too vastee of money
1,This is worrest product frnds theesukoni mosapovaddu battery pickup ledhu theesukunna 3 days ki battery pickup padipoyindhi naa life lo first time mosapoyaa
1,Mic quality very worst
1,Battery backup not bad but good
1,Third class my one sideed airbods not working and still 25 days only i purchased. Not charging. And contct seller did not receiving the calll dont purchase.
1,White is bad airdopes
1,Very poor product by boat
1,it is not charging properly
1,"Not a good product.
After 1 month of use I faced many problems like charging issues, automatically disconnected etc so I request you to all not buy this product because of its cheaper prices. Now I'm searching for service centres 😂."
1,"Ordinary product
Using this product from last 15 days ..
This earphones are only good for listening to music .
Worst performance as far as talking using this earphones.
Can't use if you are driving two wheeler ..
Other person cant hear anything
Noise cancellation is not available
So don't buy this product if you want use it in outdoor ..."
1,Worst
1,"dated 23th feb,2022, I buy this product on 18th. sound quality is good but lagging during call many times and disconnected. and the worst thing is within one month left buds stop working and right buds already producing bad noise I think maximum by 1week more..to dead...totally waste of money..Don't buy this...it's stop working within 10days."
1,One side sound don't buy west money
1,Nice 👍
1,Product is bad because product have unworked within 10 days
1,Too poor
1,Very bad prouduct
1,Waste of money
1,DONT BUY THIS WASTE PRODUCT IT IS VERY BAD QUALITY IT RUNS ONLY 2 DAYS AFTER THAT IT WILL BE USELESS SO PLEASE DONT BUY THIS DIRTY PRODUCT AND DONT WASTE UR MONEY BY SEEING THE PRICE WASTE OF MONEY
1,I have only one thing to tell that do not buy this is the worst product
1,Poor quality... Within 1 month the earphone is not working
1,Cheap quality and Flipkart service is very bad
1,"No good, power switch complaint, ues only one week"
1,Very bad quality
1,Wrost product
1,waste money sound its very poor but battery pickup good its speaker it's burning very low
1,Waste protect . I am only using 9 days only . Not working
1,Very bad..low quality product
1,That's sounds no clearity
1,Connecting disconnecting sound very high
1,Very bad and low quality
1,Quilty product very chep
1,Wrost product
1,"Worst experience ever!
Sound quality is very low. You need to do full volume to listen music, videos. Not satisfied with truke"
1,Not be so defective
1,Pains in ear...uncomfortable otherwise good
1,Bluetooth connection breaks in between
1,Most useless earbuds 😡😡😡😡
1,Noise cancellation very very poor . Other person cannot hear my voice properly. There is no noise cancellation . Some times i fell like it's cancelling my voice and accepting the all noise. Not recommended for calling purpose
1,"Suddenly stoped working today and it's only 20 days to buy. No customer support is responding properly.
I request everyone not to buy the product..
This is the worst product i have ever used..
I am stoping all realme accesories using from today..
Worst product
Worst service
Worst customer support.
Weistage of money"
1,"Sound quality is good, but making calls it's mike is not good, opposite person can't hear clearly. Bad experience.."
1,Charging case is not working properly
1,Touch sensor is not working properly.
1,Left ear bud touches not working .... Received a damaged product...
1,My right earbud discharge 15-16minutes earlier than the left earbud and it is also showing a battery difference of 20%. I dont no whether it is happening with me or others are also facing this same issue.
1,"I strongly recommend you to don't buy it, if you are music lover then you can buy it for decent music quality but for calling gourpose it's totally garbage"
1,Right earbud stops working and both the earbuds were charged fully and was showing 100% battery but the right earbud stopped working in between
1,"Don't buy this product...
0)You can't return it so Returning Option is FAKE... You will have to run for Realme Service Centre...
1) Surrounding Noise Cancellation does not work...
2) Some Realme Link mentioned features do not work properly.
3) I feel pain in ear lids after wearing it for only 10 - 20 mins.
4) Battery Backup is not good.
5) Indicator doesn't blink while charging earbuds.
6) Earpiece battery doesn't last even for 3 hrs on continuous listening to music.
Still wanna buy? Buy it...
READ MORE"
1,As per specifications ENC feature not working
1,"Atometic disconnected
Vry bad product"
1,"I m purchase this for taking purpose.
A
But after receive i m call to many friends they told me Bhai my voice come return,
Guys believe me if you have purchase only singing purpose its good.
But you want to talk through its not good"
1,Mic quality is very bad you can't talk from buds so suggest you not buy this product please please
1,Bad
1,Plz don't buy this product..... Because it has connectivity problem..... Uncomfortable fitting..... And disconnect automatically at any time while using
1,very bad item
1,Vrey bad 🥴🥴
1,After 2 months of usage one side of the buds stopped working.
1,Noting to voice exctra to spread
1,Very bad experience with this product. It is totally vestage of miney
1,It was use for only music lover its sound was hamerring . Further calling it was not working properly . And its Senser was very low response. It's not value 😕 for money. Worst product
1,Noice cancelation not good don't buy
1,Buds breaking the sound
1,"Features is good.
After 1 week, left ear bud sound is reduced and it's not charging in the case also.
While hearing music & in a call, sound is not clear and disrupt sometimes."
1,"Don't buy these buds..they have one major drawback.. In my previous earbuds, I could easily unpair my buds from a connected device which was presented at some distance from me by long pressing the buds from their off position. After their unpairing, I could easily connect them to some other device presented near to me. But in these this function is not possible..I have to go to that far located device to disconnect my buds..
Major drawback..only long time users of tws can understand that how ...
READ MORE"
1,"Air Buds Nice but App not show in my Device
I am try all methods but not show
App not detected my air buds"
1,Worst tws I ever seen..built quality is very poor.. Couldn't take out buds easily from its charging case...
1,Some disturbance in during call
1,Worst product.. waste of money.Do not buy as it does not have a refund policy.
1,Quick drean battery low quality products west of money
1,Waste products
1,Single tap to pause is little annoying double tap to pause
1,"After 1 week of simple usage, 1 of the bud is stopped charging in the case. Not at all Adviced."
1,Don't waste your money after few days the. Right ear is not working plese don't buy these ear buds
1,Worst product don't buy it right side problem is very common
1,Used it for 10 days after those days the earbuds where not charging.
1,Poor service by Flipkart don't recomend any other to buy from Flipkart.
1,After 20 days of use sound quality is getting worst how can I replace it or return
1,Mike is not good
1,Waste this product left side buds not working means left side buds not charging
1,After a month the left side bud doesn't working.
1,Waste of money don't buy
1,Very bad product
1,"After using 3 months, having mike issues. When you are playing songs it's good but when you are on call it's not a worthy enough"
1,The connectivity of the jack is very bad sometimes it works fine but mostly u have to unplug and replugg it again when it's not working.I have checked it with other hedphones it works fine so it's not a issue with my phone's 3.5mm jack its the headphone plug.REALME please look in this and get it fixed
1,"It's sound fill like ,that I bought a local 50 RS head phone.befour I bought this earphones I used boot220 earphone it's a extremely good earphone and second thing when I open fast time the box after delivery,I saw that, the ear phone Wear cut out and their are no warranty card."
1,sound is good i mean it have very loud sound. but speaking about bass im not too happy with it because bass is soo powerful but not soo clear as jbl have
1,Not bad
1,Most of the comments are fake total battery backup is only 7to 8 hrs with complete paying when connected not using comes to 10 hrs
1,Earphone of left ear broke in two on the very first day and we had to use feviquick to fix it
1,Range connect problem
1,Not bat
1,Not good connectivity
1,Not good
1,Delivery person good behavior but product quality is not better because it charging pin not working
1,Right side earbud is not working it's been hardly one month after purchase low quality product please don't purchase this product
1,Very bad quality this product not replacement seller our request rejected......
1,"No customer support, right ear bud not working after 1 month waste of money don't buy, you can't claim warranty"
1,"Bought it 2 days ago, the right earpiece isn't working properly. It's shutting down automatically and shows charge at 10% while the right earpiece is still at 90%. The left earpiece doesn't last more then 20 minutes"
1,Noise is not clear while hearing. On a call very irritating sound come
1,Low travel only bass high not comfortable for gamer
1,"This is my 2nd day
Sound quality ok
No bass
For gong not recommand
If u put earbuds in case the lights on case light up continously
Worst call quality can't even understand what I'm ssying
Build wuality average
Low latency is good
Please don't buy it for calling"
1,After 5 month one of airbuds not working
1,Calling experience 3rd class
1,Good product but the battery backup & mic is not good
1,Worst experience . One side is not working.i feel bad on buying this product
1,👎👎👎👎Fack don't buy 1 side speaker not work
1,Worst call Quality.
1,Minimum 4 week leter one earbuds not working properly not charging. ....
1,Left side ear bud is not working
1,"I don't know what happened I have 2 btg 3 and one btg 1 and all are stopped working in about one month of purchase one side of erphone either right or left stopped working don't buy plzz
I recommend real me buds pro2"
1,It's stop working in two days
1,"Don't buy it Sound is good for music but every 5min there was disconnected , I raise the complainant 3times but there is no solved and this is not gaming headset because I check 2 mobiles foot steps are not hear. I played (BGMI, COD, FORTNITE ). Waste of time wast of money"
1,Mic quality is very bad I am disappointed with this product
1,Sound quality not good
1,It's sound quality is so high
1,Automatically sound has decreased bt i can't increase the volume...... After connecting in phone it shows it is in full volume bt i cant hear anything
1,Wastage of money after some time sounds only single ear buds
1,It's not working now waste of my money when it was purchased this product it was good after some days while using suddenly it's not working
1,Bad
1,Fabulous 🎧
1,weast product
1,Very bad hedfone not bass sound clarity bad 😔 my money is returned pls
1,Very poor
1,"Right side headphones stop working automatically.
After 2 month of normal uses."
1,Very bad product don't by this item
1,Great product
1,Not working this Bluetooth
1,Bought in April..stop functioning in May...total waste of money..
1,Don't buy one side not work
1,Very poor quality
1,Very bad 😔😔😔😔
1,Connectivity radius only within 1 meter. I'm totally disappointed with this product. Waste of money product.😡
1,This is a genuin review as i have already used some good earphone under 2 k. I will say dont buy the waste of money. Dont buy with a good review. Only the good thing is Battery is lasting 7 to 8 hours and sound quality just ok not good but the bass and call quality is horrible. In dynamic mode when i was listening bass song the worst bass cracking the mid lows and ups. And build quality is also not good. Buying this is waste of money.
1,Bad quality
1,Worst product
1,Unnecessary sound comeing
1,battery backup verry bad.....
1,West product please any one not buying this buds please 😭 one side earbud not chargeing problem
1,Sound is very low even on hight volume don't buy this product very cheap quality in this price you go for a different company
1,It hurts my ear material is not good
1,It's bad material. Pls don't use
1,Worst product ever. I have used many wirless earphones bu this is the worst. Within the 1.5 months from buying the left side ear bud stopped working. I have really very bad and frustrating experience with this product 😡😡
1,"Sound quality is good
Not for gaming"
1,Its ok.
1,Worst
1,"Backup is very slow.
I dont like it."
1,Sound quality vary bad
1,"No noise cancellation
When you talk to someone he will. Hear everything except ur voice"
1,Please don't buy this product.full of weast of money.
1,Battery very poor
1,Waste money
1,"Tbh,if you have used wired earphone for a long time then don't buy these it hurts my left ear very badly 🤬 instead buying these go for a neckband they will also come at a reasonable price"
1,To much bad 👎
1,"Please don't buy......it's one of the worst product of boat..... please 🙏🙏🙏🙏🙏 don't buy


Honest review..........

It's hardly 300...400 rs product
Low quality plastic
No magnetic 🧲 on off features
Chapri type of colours combination
Worst....worst .. worst"
1,Very bad product
1,Headphone not working properly
1,Plastic Feel🤷‍♂ Quality Is Not Good Worst Lost Money
1,"I didn't expect this from boat
The body material is too poor in quality
Also sound is not good and it is not suitable for ear"
1,Automatically disconnected this earphone.
1,Very Bad pls don't buy
1,Usually headset & Bluetooth headphones button double click to change next song. But this product double click function set as madness (Outgoing to last call history) many times I had faced issues automatically outgoing call by accidentally press by body movements.
1,This project is very poor
1,Its the worst product of boat. After a month mic stopped worked after replacement within 15 days buttons stop working so imo dont buy this.
1,"After used from last 20 days:-

1. Sound quality is poor
2. bluetooth connection disconnect frequently


It's very Good if use for calls only
Otherwise go for another product of BOAT"
1,Nice product
1,In one month it was defected and company doesn't reply
1,Wrost Product got damaged within a month
1,Not a good
1,"Don't by i review after one month use, after one month it power off automatically and didn't power on and didn't charge waste of money bad product."
1,"This Bluetooth is not good ,
Bass les
Not clear song"
1,Not good
1,"Sounds quality is good but , Bettery is not pickup , its play time only for 4/5 hours not 40 hours , this is not a fast charging
charging time is 3 hours"
1,Touch very slow work
1,"Pro's:
1.Good Build quality and design.
2.Looks good.
3. Good Battery Backup

Cons:
1: vitals measurement is not accurate.
2. Time also doesn't update properly if it's not connected to phone.
3 Can save only limited Contacts.
4. BT calling is OK Ok.
5. Activity tracker is not accurate and no GPS.
6. Activity tracking stops abruptly in between.
7. It can not be even called a watch as it doesn't update time without Bluetooth."
1,Slow showing notification and issue in connectivity with phone
1,Too much problem in connection with mobile Bluetooth....worst product I have ever seen in my life....
1,I am not happy bacuse battery backup very vrust
1,"Use after 10-15 days ,the watch doesnot work properly. Now the watch not open.Please donot buy this product."
1,"No battery backup,only 12 hours back up without usage"
1,Battery life no
1,Verry bad issue after use few days.. watch is not connection...
1,"The watch style is ok. Build quality is good. Battery life is ok but when the Bluetooth calling activates the battery drains very fast, but the problem is app connectivity with this watch is very difficult."
1,"Music control doesn't work at all, even when all the after allowing all the required permissions!"
1,Battery running only 2 days
1,"Useless product
Didn't connect to Bluetooth for calling"
1,Frequently disconnected from app. Bluetooth calling stop working after one week.
1,Very bad quality. No saved contact show . Call notification function not work. And many more problam.
1,Betary is very bed
1,Bluetooth gets disconnected many times automatically. It's very tough to reconnect the Bluetooth.
1,Waste lots of connectivity problem battery backup not good sports tracking is also not accurate
1,bad
1,Bad touch display.
1,"Touch dail pad not good working, touch in not smooth in dailpad,. And battery backup is for only 1 day without any phone call use."
1,This product worst donot buy this product you loss of money
1,Bluetooth Not working properly and it is. Not connected to phone in continues..
1,Too much problem in connection with mobile Bluetooth....worst product I have ever seen in my life....
1,I am not happy bacuse battery backup very vrust
1,"Use after 10-15 days ,the watch doesnot work properly. Now the watch not open.Please donot buy this product."
1,"No battery backup,only 12 hours back up without usage"
1,Battery life no
1,Verry bad issue after use few days.. watch is not connection...
1,"The watch style is ok. Build quality is good. Battery life is ok but when the Bluetooth calling activates the battery drains very fast, but the problem is app connectivity with this watch is very difficult."
1,"Music control doesn't work at all, even when all the after allowing all the required permissions!"
1,Battery running only 2 days
1,"Useless product
Didn't connect to Bluetooth for calling"
1,Frequently disconnected from app. Bluetooth calling stop working after one week.
1,Very bad quality. No saved contact show . Call notification function not work. And many more problam.
1,Betary is very bed
1,Bluetooth gets disconnected many times automatically. It's very tough to reconnect the Bluetooth.
1,Waste lots of connectivity problem battery backup not good sports tracking is also not accurate
1,bad
1,Bad touch display.
1,"Touch dail pad not good working, touch in not smooth in dailpad,. And battery backup is for only 1 day without any phone call use."
1,This product worst donot buy this product you loss of money
1,Bluetooth Not working properly and it is. Not connected to phone in continues..
1,Too much problem in connection with mobile Bluetooth....worst product I have ever seen in my life....
1,I am not happy bacuse battery backup very vrust
1,"Use after 10-15 days ,the watch doesnot work properly. Now the watch not open.Please donot buy this product."
1,"No battery backup,only 12 hours back up without usage"
1,Battery life no
1,Verry bad issue after use few days.. watch is not connection...
1,"The watch style is ok. Build quality is good. Battery life is ok but when the Bluetooth calling activates the battery drains very fast, but the problem is app connectivity with this watch is very difficult."
1,"Music control doesn't work at all, even when all the after allowing all the required permissions!"
1,Battery running only 2 days
1,"Useless product
Didn't connect to Bluetooth for calling"
1,Frequently disconnected from app. Bluetooth calling stop working after one week.
1,Very bad quality. No saved contact show . Call notification function not work. And many more problam.
1,Betary is very bed
1,Bluetooth gets disconnected many times automatically. It's very tough to reconnect the Bluetooth.
1,Waste lots of connectivity problem battery backup not good sports tracking is also not accurate
1,bad
1,Bad touch display.
1,"Touch dail pad not good working, touch in not smooth in dailpad,. And battery backup is for only 1 day without any phone call use."
1,This product worst donot buy this product you loss of money
1,Bluetooth Not working properly and it is. Not connected to phone in continues..
1,"My watch is not working properly,
And it also doesn't support customised watch faces,i would prefer u should go for any other brand or model,its not worth this much at all."
1,"Step counter is not accurate,spo2 is showing very late and show only 99%. not refund policy, only replace.noisefit track app is avarage.call function is good but not silent mode.only 60 watch faces"
1,"Watch is good but my previous boat watch was more good than this.
Battery drain faster
Button need to press 3 4 times then it's activated
Also it's sensor are not that good as when we move wrist it's screen should start but here I need to move 3 4 times then it's screen blinked.
Another find my phone not work properly even phone is in my another hand.."
1,"After using 5 days...
1. I noticed that Weather is not getting updated into watch.
2 When I was checking heart rate for my bedsheet...it is showing 84% everytime.
3.Watch is getting hanged and not able to switch it off. I waited for empty battery and then switched on...
4. When u are busy with something and someone called and continuously watch is getting ringed, not able to silence.
5. Connection range is very poor. When u go in another room, it will disconnect from phone.
6. Walk distance t...
READ MORE"
1,"not satisfied..
Pros: budget friendly, nice design, that's it.


cons: no volume adjustments, if connected via Bluetooth all calls gets picked from phone mic n speaker, health tracker is not atall accurate or close, phone app is so limited, quick wakeup is just a gimmick, battery poor..

spend more n buy better.. dont go for the cheap product which is cheap in features."
1,"Very worst experience, battery is not running properly, pairing issue.
I already returned in time but now it is cancelled by FLIPKART,
I WILL FILE THIS IN GRAHAK SURAKSHA.
I'M A LAWYER.
In return policy he wrote that issue is solved by trouble shooting but not happen that so it is wrong information provided by flipkart."
1,This is my first smart watch but i am totally disappoint.The battery backup is only two days without blutooth...when you use calling features then only one day.So i suggest not to buy this....Noise icon buzz.
1,"This watch is not connecting with noise fit app
It just pair with mobile via bluetooth
Is it a fault in my watch or some software problem
Their app is not working
Total waste of time and money
I am not satisfied please help
Is this prob with me or everyone is facing it"
1,Old App is good more than the new one. Old App is having lot of options but in the new one there are only few. And also unable to sync the contacts.
1,"Worst product waste of money don't buy this watch
No return option"
1,"Worst product...
1 No water resistance facility
2 ring mode only during incoming call
3 display didn't active always because very slow features"
1,Not worth for the money. No refund option only replacement
1,"Don't buy it.... weather update not working, SPO2 & BPM work on table chair anywhere....."
1,Issue with connectivity need a lot of improvement in software development and app build quality is good
1,Battery backup only 2 days
1,Call receive options not showing & Wi-Fi connecting problems
1,"I am writing this after using this smart watch for more than a month. Only concern is that this watch doesn't charge, charger was connected for only 2 times and stopped working. I don't know what's wrong with this product. Battery backup is very good, but what's the use as it doesn't get charged. Don't buy this product, if u r looking for a smart watch which serves ur purpose. If you want a showpiece buy which is more cheaper than this product."
1,"Mostly it has only cons
CONS
1. sleep tracking is total wrong not showing awake even though i woke at nights
2. heart rate also wrong
3. Display outdated
4. Wrong purchase
5. Battery backup is not good

PROS
1. ONLY TO WATCH TIME"
1,"Noisefit pro Watch is not working since 3 days, It is completely Switched off and not taking charge"
1,"No full display, look cheap, bit small too, & only replacement no refund. Rating 0/5, review after 30days of usage -
Watch nt charging! Cant return since return period is ended. Dont buy this, go for boat or someother brand. Dnt waste ur money guys. Tq"
1,"Third class product headed always need to restart not connected with mobile. Every 2 or 3 day need to log out, force start connect again and again"
1,This is the worst smart watch that I have ever bought. Pls don't buy this product.
1,So bad not correct reading in heart rate and spo2 don’t west money
1,Very very bad products
1,"good no problem but conneting
ar notification problems"
1,Bad item
1,"Worst smart watch I ever seen, immediately returned it"
1,Product Quality is very poor. Battery back up is very less. Display is like a kid watch. Do not buy this product. Do not loose your hard earn money. As compare to sold price the quality is very poor. There is no return policy for this product. Please do not buy this product.
1,Battrey is very big problem
1,", there is no charger I need help and notification not available if I connect the phone it take too much time and if I connect the phone call notification not available when I am talking to the person in phone the phone sound is not working"
1,It's battery is not good
1,"Very worst product. don't purchase this watch. Waste of your money and time.
Not accept return on this product"
1,Bad item... Bettery suden low. Not a waterproof... Totely bad workking...
1,Battery is not good
1,It is not working perfectly Bluetooth connection is not working 😔😔😔😔😔😔😔😔😔😩😩😩😩😩😩😩
1,Verry bad itam
1,Watch quality very bad not any buyer buy this watch
1,"Even after charging for two hours, the watch is not connecting to the phone device, so it is not getting synchronized, please don't sell these kinds of products on ur platform"
1,Only smart watch don't calling watch..very bad
1,Very bad in 1 hour battery low
1,It's not good product
1,Waste of money plzz guys don't purchase quality is cheap and wastless
1,Avarage
1,Bad product not working after one day
1,Display issue in call
1,Sleep monitoring is not working
1,Heart beat measurement not working properly. On the room wall it shows heart ❤️ beat rate 🤣🤣
1,No software update
1,Wrost product
1,Working is not fine
1,Worst watch. Activity tracking is not working properly. Frequently disconnects from the phone. The heart rate is not accurate. Outdoor walking doesn't show the route map correctly.
1,Calling features not working
1,Worst delivery and worst smart watch
1,Stopped working after 2 weeks and now I don't see any option to return it and not able to get customer support
1,Please don't buy this product 😭😭😭
